model,make,Variant,price,fuel_type,type,Link,image_link
celerio,maruti suzuki,Zxi Ags,533924,petrol,automatic,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Lxi Mt (O),434659,petrol,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Vxi (O) Mt,472257,petrol,manual,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Vxi (O) Ags,515257,petrol,automatic,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
celerio,maruti suzuki,Zxi (O) Ags,543279,petrol,automatic,https://www.marutisuzuki.com/celerio,https://marutisuzukiarenaprodcdn.azureedge.net/-/media/images/maruti/marutisuzuki/car/car-profile-shots/celerio/use-this-red.ashx?rev=f020ec08ec954694a93e49d0fd2cc658&h=398&w=680&la=en&hash=BFC9D1530B67591CFCE708373D645115/
swift,maruti suzuki,Lxi,519000,petrol,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Vxi,619000,petrol,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Vxi Amt,666000,petrol,automatic,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Zxi,678000,petrol,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Zxi Amt,725000,petrol,automatic,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/thki4ta_1508713.jpg?q=85/
swift,maruti suzuki,Zxi Plus,758000,petrol,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Ldi,599000,diesel,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Vdi,698000,diesel,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Vdi Amt,745000,diesel,automatic,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Zdi,757000,diesel,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Zdi Amt,804000,diesel,automatic,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Zdi Plus,838000,diesel,manual,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Zxi Plus Amt,802000,petrol,automatic,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/lsvh4ta_1508699.jpg?q=85/
swift,maruti suzuki,Zdi Plus Amt,884000,diesel,automatic,https://www.marutisuzuki.com/swift,https://imgd.aeplcdn.com/600x337/n/hmei4ta_1508705.jpg?q=85
vitara brezza,maruti suzuki,Ldi,762742,diesel,manual,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Vdi,814742,diesel,manual,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Zdi,892243,diesel,manual,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Zdi+,987743,diesel,manual,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Zdi+ Dual Tone,1003552,diesel,manual,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Zdi+ Ags,1037742,diesel,manual,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Vdi Ags,864742,diesel,automatic,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Zdi Ags,942243,diesel,automatic,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
vitara brezza,maruti suzuki,Zdi+ Dual Tone Ags,1059742,diesel,automatic,https://www.marutisuzuki.com/vitara-brezza,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/Vitara-Brezza-2020/7573/1581582370951/exterior-image-165.jpg?tr=w-360/
xl6,maruti suzuki,Zeta Mt,984689,petrol,manual,https://www.nexaexperience.com/xl6/,https://imgd.aeplcdn.com/0x0/cw/ec/41043/Maruti-Suzuki-XL6-Right-Front-Three-Quarter-167562.jpg?wm=0/
xl6,maruti suzuki,Alpha Mt,1041189,petrol,manual,https://www.nexaexperience.com/xl6/,https://imgd.aeplcdn.com/0x0/cw/ec/41043/Maruti-Suzuki-XL6-Right-Front-Three-Quarter-167562.jpg?wm=0/
xl6,maruti suzuki,Zeta At,1094689,petrol,automatic,https://www.nexaexperience.com/xl6/,https://imgd.aeplcdn.com/0x0/cw/ec/41043/Maruti-Suzuki-XL6-Right-Front-Three-Quarter-167562.jpg?wm=0/
xl6,maruti suzuki,Alpha At,1151189,petrol,automatic,https://www.nexaexperience.com/xl6/,https://imgd.aeplcdn.com/0x0/cw/ec/41043/Maruti-Suzuki-XL6-Right-Front-Three-Quarter-167562.jpg?wm=0/
baleno,maruti suzuki,1.3 Delta,746621,diesel,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/zrj6isa_1467582.jpg?q=85/
baleno,maruti suzuki,1.3 Alpha,868221,diesel,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/zrj6isa_1467582.jpg?q=85/
baleno,maruti suzuki,1.3 Sigma,668611,diesel,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/zrj6isa_1467582.jpg?q=85/
baleno,maruti suzuki,1.3 Zeta,807921,diesel,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/zrj6isa_1467582.jpg?q=85/
baleno,maruti suzuki,1.2 Alpha,758212,petrol,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/zrj6isa_1467582.jpg?q=85/
baleno,maruti suzuki,1.2 Alpha Cvt,890212,petrol,automatic,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/zrj6isa_1467582.jpg?q=85/
baleno,maruti suzuki,1.2 Delta,636612,petrol,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/tvk6isa_1467583.jpg?q=85/
baleno,maruti suzuki,1.2 Delta Cvt,768612,petrol,automatic,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/tvk6isa_1467583.jpg?q=85/
baleno,maruti suzuki,1.2 Sigma,558602,petrol,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/tvk6isa_1467583.jpg?q=85/
baleno,maruti suzuki,1.2 Zeta,697912,petrol,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/tvk6isa_1467583.jpg?q=85/
baleno,maruti suzuki,1.2 Delta Dualjet,733412,petrol,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/tvk6isa_1467583.jpg?q=85/
baleno,maruti suzuki,1.2 Zeta Dualjet,789912,petrol,manual,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/tvk6isa_1467583.jpg?q=85/
baleno,maruti suzuki,1.2 Zeta Cvt,829912,petrol,automatic,https://www.nexaexperience.com/baleno,https://imgd.aeplcdn.com/600x337/n/tvk6isa_1467583.jpg?q=85/
ertiga,maruti suzuki,Vxi At,936000,petrol,automatic,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
ertiga,maruti suzuki,Zxi Plus,971000,petrol,manual,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
ertiga,maruti suzuki,Vxi,834000,petrol,manual,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
ertiga,maruti suzuki,Zxi At,1013000,petrol,automatic,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
ertiga,maruti suzuki,1.5L Vdi,986689,diesel,manual,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
ertiga,maruti suzuki,1.5L Zdi,1069689,diesel,manual,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
ertiga,maruti suzuki,1.5L Zdi Plus,1120689,diesel,manual,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
ertiga,maruti suzuki,Vxi Cng (Cng +,887689,cng + petrol,manual,https://www.marutisuzuki.com/ertiga,https://imgd.aeplcdn.com/600x337/n/o3s60sa_1458594.jpg?q=85/
s-cross,maruti suzuki,1.3L Sigma,880689,diesel,manual,https://www.nexaexperience.com/s-cross,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/SX4-S-Cross/7525/1596687171065/front-left-side-47.jpg
s-cross,maruti suzuki,1.3L Delta,992689,diesel,manual,https://www.nexaexperience.com/s-cross,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/SX4-S-Cross/7525/1596687171065/front-left-side-47.jpg
s-cross,maruti suzuki,1.3L Zeta,1043689,diesel,manual,https://www.nexaexperience.com/s-cross,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/SX4-S-Cross/7525/1596687171065/front-left-side-47.jpg
s-cross,maruti suzuki,1.3L Alpha,1143689,diesel,manual,https://www.nexaexperience.com/s-cross,https://stimg.cardekho.com/images/carexteriorimages/630x420/Maruti/SX4-S-Cross/7525/1596687171065/front-left-side-47.jpg
alto 800 tour,maruti suzuki,H1,354235,petrol,manual,https://www.marutisuzuki.com/tour/alto,https://cdn.autoportal.com/img/new-cars-gallery/marutisuzuki/alto-800-tour/photo34/marutisuzuki-alto-800-tour-d27679de.jpg
alto 800 tour,maruti suzuki,H1 (O),356559,petrol,manual,https://www.marutisuzuki.com/tour/alto,https://cdn.autoportal.com/img/new-cars-gallery/marutisuzuki/alto-800-tour/photo34/marutisuzuki-alto-800-tour-d27679de.jpg
ciaz,maruti suzuki,1.3L Alpha Smart Hybrid,1102689,diesel,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.3L Sigma Smart Hybrid,919689,diesel,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.3L Delta Smart Hybrid,980689,diesel,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.3L Zeta Smart Hybrid,1062689,diesel,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Sigma Smart Hybrid,819689,petrol,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Delta Smart Hybrid,881689,petrol,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Zeta Smart Hybrid,958689,petrol,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Alpha Smart Hybrid,997689,petrol,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Delta At Smart Hybrid,980689,petrol,automatic,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Zeta At Smart Hybrid,1058688,petrol,automatic,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Alpha At Smart Hybrid,1098689,petrol,automatic,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Alpha,1138189,diesel,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Delta,997689,diesel,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
ciaz,maruti suzuki,1.5L Zeta,1109189,diesel,manual,https://www.nexaexperience.com/ciaz,https://images.carandbike.com/car-images/large/maruti-suzuki/ciaz/maruti-suzuki-ciaz.jpg?v=49/
wagon r,maruti suzuki ,Vxi,479000,petrol,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,Vxi Ags,526000,petrol,automatic,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,1.2L Zxi,548000,petrol,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,Lxi,434000,petrol,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,1.2L Vxi,513501,petrol,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,1.2L Vxi Ags,560500,petrol,automatic,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,1.2L Zxi Ags,594800,petrol,automatic,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,Lxi (O),441000,petrol,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,Vxi (O),486001,petrol,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,1.2L Vxi (O),520500,petrol,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,1.2L Vxi Ags (O),567500,petrol,automatic,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,Vxi Ags (O),533000,petrol,automatic,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,Lxi Cng,500500,cng,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
wagon r,maruti suzuki ,Lxi (O) Cng,507500,cng,manual,https://www.marutisuzuki.com/wagon rr,https://stimg.cardekho.com/images/carexteriorimages/930x620/Maruti/Maruti-wagon r-R/6741/1564746908438/front-left-side-47.jpg
zs ev,mg,Excite,2088000,electric,automatic,https://www.mgmotor.co.in/vehicles/mgzsev,https://imgd.aeplcdn.com/664x374/n/cw/ec/39348/zs-ev-exterior-right-front-three-quarter-2.jpeg?q=85
zs ev,mg,Exclusive,2358000,electric,automatic,https://www.mgmotor.co.in/vehicles/mgzsev,https://imgd.aeplcdn.com/664x374/n/cw/ec/39348/zs-ev-exterior-right-front-three-quarter-2.jpeg?q=85
hector,mg,1.5L Style,1248000,petrol,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/600x337/n/c2cpota_1501803.jpg?q=85/
hector,mg,2.0L Style,1348000,diesel,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/600x337/n/c2cpota_1501803.jpg?q=85/
hector,mg,2.0L Super,1448000,diesel,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/600x337/n/c2cpota_1501803.jpg?q=85/
hector,mg,2.0L Smart,1588000,diesel,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/600x337/n/c2cpota_1501803.jpg?q=85/
hector,mg,2.0L Sharp,1728000,diesel,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/664x374/n/cw/ec/52565/hector-exterior-right-front-three-quarter-3.jpeg?q=85/
hector,mg,1.5L Super,1328000,petrol,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/664x374/n/cw/ec/52565/hector-exterior-right-front-three-quarter-3.jpeg?q=85/
hector,mg,1.5L Super Hybrid,1388000,hybrid,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/664x374/n/cw/ec/52565/hector-exterior-right-front-three-quarter-3.jpeg?q=85/
hector,mg,1.5L Sharp Hybrid,1628000,hybrid,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/664x374/n/cw/ec/52565/hector-exterior-right-front-three-quarter-3.jpeg?q=85/
hector,mg,1.5L Smart Hybrid,1498000,hybrid,manual,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/600x337/n/uh8pota_1501811.jpg?q=85/
hector,mg,1.5L Smart Dct,1568000,petrol,dct,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/600x337/n/uh8pota_1501811.jpg?q=85/
hector,mg,1.5L Sharp Dct,1718000,petrol,dct,https://www.mgmotor.co.in/vehicles/mghector,https://imgd.aeplcdn.com/600x337/n/uh8pota_1501811.jpg?q=85/
kicks,nissan,Xl Petrol,955000,petrol,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kicks,nissan,Xv Petrol,1095000,petrol,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kicks,nissan,Xl Diesel,1109000,diesel,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kicks,nissan,Xv Diesel,1251000,diesel,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kicks,nissan,Xv Premium,1369000,diesel,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kicks,nissan,Xv Premium (O),1465000,diesel,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kicks,nissan,Xv Premium (O) Dual Tone,1465000,diesel,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kicks,nissan,Xe Diesel,989000,diesel,manual,https://www.nissan.in/vehicles/new/kicks.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Nissan/Kicks/7828/1593410136460/front-left-side-47.jpg/
kwid,renault,Rxe 0.8,353290,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=0
kwid,renault,Std 0.8,283290,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=1
kwid,renault,Rxl 0.8,383290,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=2
kwid,renault,Rxt 0.8,413290,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=3
kwid,renault,Rxt 1.0,433290,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=4
kwid,renault,Climber 1.0 Mt,454490,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=5
kwid,renault,Rxt Amt 1.0,463290,petrol,automatic,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=6
kwid,renault,Climber Amt 1.0,484490,petrol,automatic,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=7
kwid,renault,Rxt (O) 1.0,440990,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=8
kwid,renault,Rxt (O) Amt 1.0,470990,petrol,automatic,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=9
kwid,renault,Climber (O) Mt 1.0,462190,petrol,manual,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=10
kwid,renault,Climber (O) Amt 1.0,492190,petrol,automatic,https://www.renault.co.in/cars/renault-kwid.html,https://cdni.autocarindia.com/Utils/ImageResizer.ashx?n=https%3A%2F%2Fcdni.autocarindia.com%2FExtraImages%2F20201001063428_Kwid-neotech.jpg&h=795&w=1200&c=11
triber,renault,Rxe,495000,petrol,manual,https://www.renault.co.in/cars/renault-triber.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Renault/Triber/7418/1580113966019/front-left-side-47.jpg
triber,renault,Rxl,559000,petrol,manual,https://www.renault.co.in/cars/renault-triber.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Renault/Triber/7418/1580113966019/front-left-side-47.jpg
triber,renault,Rxt,609000,petrol,manual,https://www.renault.co.in/cars/renault-triber.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Renault/Triber/7418/1580113966019/front-left-side-47.jpg
triber,renault,Rxz,663000,petrol,manual,https://www.renault.co.in/cars/renault-triber.html,https://stimg.cardekho.com/images/carexteriorimages/630x420/Renault/Triber/7418/1580113966019/front-left-side-47.jpg
